start_station_name
Kimbark Ave & 53rd St
Lincoln Ave & Melrose St
Wells St & Evergreen Ave
Damen Ave & Chicago Ave
New St & Illinois St
Wells St & Huron St
Sheridan Rd & Lawrence Ave
Public Rack - Troy & 71st
State St & 19th St
Lincoln Park Conservatory
Damen Ave & Sunnyside Ave
Wood St & Chicago Ave
Halsted St & 21st St
Burnham Harbor
Leavitt St & Belmont Ave
Cottage Grove Ave & 43rd St
Orleans St & Hubbard St
Sheffield Ave & Willow St
Broadway & Wilson Ave
Woodlawn Ave & Lake Park Ave
Wabash Ave & Adams St
Central Park Ave & North Ave
DuSable Lake Shore Dr & Wellington Ave
Eckhart Park
Michigan Ave & Madison St
Clark St & Bryn Mawr Ave
Clark St & Montrose Ave
Wood St & Hubbard St
Bosworth Ave & Howard St
Public Rack - Avondale Ave & Addison St
Cherry Ave & Blackhawk St
Spaulding Ave & Division St
Racine Ave & Wrightwood Ave
Emerald Ave & 31st St
DuSable Lake Shore Dr & North Blvd
Wells St & Polk St
Campbell Ave & Augusta Blvd
State St & 54th St
Central St Metra
Clinton St & 18th St
Damen Ave & Grand Ave
Clark St & Randolph St
Sheffield Ave & Kingsbury St
Wells St & Elm St
Blackstone Ave & 59th St
Lincoln Ave & Waveland Ave
Orleans St & Merchandise Mart Plaza
Milwaukee Ave & Fullerton Ave
Winchester Ave & Elston Ave
Clarendon Ave & Junior Ter
Southport Ave & Roscoe St
Daley Center Plaza
Michigan Ave & Pearson St
N Green St & W Lake St
Lakeview Ave & Fullerton Pkwy
Clinton St & Washington Blvd
Ashland Ave & Wellington Ave
Clark St & Lincoln Ave
Michigan Ave & 14th St
California Ave & Cortez St
Fairbanks Ct & Grand Ave
Clark St & 9th St (AMLI)
Paulina St & Montrose Ave
Western Ave & 104th St
Austin Blvd & Lake St
Halsted St & 18th St
Racine Ave & 35th St
California Ave & Byron St
Kostner Ave & Wrightwood Ave
Broadway & Berwyn Ave
May St & Cullerton St
Maplewood Ave & Peterson Ave
Public Rack - Hamlin Ave & Fullerton Ave
Halsted St & Maxwell St
California Ave & Division St
Clark St & Ida B Wells Dr
Washtenaw Ave & Madison St
Dauphin Ave & 87th St
Western Ave & Fillmore St
Damen Ave & Pershing Rd
Public Rack - Laporte Ave & Armitage Ave
Leavitt St & Addison St
Public Rack - Kedzie Ave & Argyle St
Kildare Ave & 55th St
St. Louis Ave & Balmoral Ave
Vernon Ave & 79th St
Oglesby Ave & 100th St
Campbell Ave & Montrose Ave
N Shore Channel Trail & Argyle St
Western Ave & Roscoe St
Wolcott (Ravenswood) Ave & Montrose Ave
Mason Ave & Belmont Ave
Western Ave & Granville Ave
MLK Jr Dr & 56th St
Public Rack - Kimball & Ardmore
Public Rack - Hyde Park Blvd & 55th St
Troy St & Elston Ave
Wabash Ave & 87th St
Kedzie Ave & Lake St
Public Rack - Rockwell & Division
California Ave & Winona St
Torrence Ave & 106th St
Clark St & Columbia Ave
California Ave & 21st St
Stony Island Ave & 75th St
Wolcott Ave & Fargo Ave
Halsted St & 56th St
MLK Jr Dr & Pershing Rd
Public Rack - Irving Park Rd & Leclaire Ave
Kedzie Ave & Foster Ave
Public Rack - Hamlin Ave & Montrose Ave
Keystone Ave & Montrose Ave
Central Ave & Lake St
Pulaski Rd & Congress Pkwy
Public Rack - 532 E 43rd St
Public Rack - Foster Ave & Drake Ave
Central Ave & Parker Ave
Public Rack - Milwaukee Ave & Diversey Ave
Lamon Ave & Belmont Ave
Springfield Ave & North Ave
Public Rack - Keating & Peterson
Hoyne Ave & 34th St
Pulaski Rd & Lake St
Public Rack - Jeffrey Blvd & 71st St
Public Rack - Brandon Ave & 91st St
Stony Island Ave & South Chicago Ave
Public Rack - Kilpatrick & Elston
Rockwell St & 63rd St
Public Rack - Cicero Ave & Belle Plaine Ave
Public Rack - Kostner & Peterson
Public Rack - Avers Ave & Archer Ave
Public Rack - Kostner & Bryn Mawr
Public Rack - Cicero Ave & Roscoe St
Springfield Ave & 71st St
Central Park Ave & Bloomingdale Ave
Damen Ave & 51st St
Public Rack - California Ave & Touhy Ave - NW
Evanston Civic Center
Public Rack - Milwaukee Ave & Kennedy Expy
Lincolnwood Dr & Central St
Public Rack - Kedvale Ave & 63rd St W
N Clark St & W Elm St
Union Ave & Root St
Public Rack - Wilbur Wright College South
Walden Pkwy & 100th St
Sayre & Diversey
Nordica & Medill
Public Rack - Walden Pkwy & 103rd St
Kostner Ave & 63rd St
Damen Ave & 74th St
Parkside Ave & Armitage Ave
Public Rack - Mozart Elementary School
Central Park Ave & Douglas Blvd
Public Rack - Tripp Ave & North Ave
Public Rack - Avers & Lawrence
Public Rack - Milwaukee Ave & School St
Public Rack - Racine Ave & 109th Pl
Rockwell St & 57th St
Public Rack - Springfield Ave & Lawrence Ave
Public Rack - Jeffery Blvd & 67th St
Burnham Greenway & 105th St
Public Rack - Hamilton Ave & 95th St
Public Rack - Martin Luther King Dr & 44th St
Public Rack - Avers Ave & Irving Park Rd
Kenton Ave & Madison St
Public Rack - Milwaukee Ave & Higgins Ave
Cicero Ave & Quincy St
Chicago State University
Vernon Ave & 107th St
Public Rack - Hamlin Ave & Grand Ave
Central Ave & Madison St
Troy St & Jackson Blvd
Public Rack - Nashotah & Northwest Hwy
Public Rack - Wentworth Park
Shabbona Park
Public Rack - Grand Ave & North Ave
Bloomingdale Ave & Harlem Ave
Public Rack - California Ave & Devon Ave - NE
Public Rack - Buffalo Ave & 89th St
Public Rack - Wilbur Wright College North
Menard Ave & Division St
Throop St & 52nd St
Lockwood Ave & Wrightwood Ave
Public Rack - Rockwell Ave & Touhy Ave
Public Rack - California Ave & Touhy Ave - SW
Public Rack - Harold Washington Park
Kilbourn & Roscoe
Public Rack - 63rd Pl & Narraganssett Ave
Public Rack - Kedzie Ave & 61st Pl W
Public Rack - Yates Blvd & Exchange Ave
Public Rack - Chase Ave & Touhy Ave - NE
Public Rack - Albany Ave & 63rd St
Public Rack - Kedzie Ave & 64th St - SW
Major Ave & Bloomingdale Ave
Public Rack - Throop St & 109th Pl
Public Rack - Milwaukee Ave & Warner Ave
Kedzie Ave & Roosevelt Rd
Public Rack - Pulaski Rd & Fullerton Ave
Public Rack - Bell Ave & 95th St
Public Rack - California Ave & Pershing Rd
Public Rack - Kildare Ave & Washignton Blvd
Loomis Blvd & 84th St
Public Rack - California Ave & Cortez St
Public Rack - Sawyer Ave & Lawrence Ave
Lavergne & Fullerton
Avenue L & 114th St
Eberhart Ave & 91st St
Avenue O & 134th St
Public Rack - Leamington & Elston
Public Rack - Pulaski & Rosemont
California Ave & 29th St
Major Taylor Trail & 124th St
Public Rack - Central Ave & Lawrence Ave
Public Rack - Kedzie & 73rd
Michigan Ave & 114th St
Public Rack - Lotus Ave & Lawrence Ave
Central Park Blvd & 5th Ave
Public Rack - Laramie Ave & Grand Ave
Cicero Ave & Lake St
Public Rack - Sacramento Blvd & Washington Blvd
Menard Ave & North Ave
Public Rack - Cottage Grove Ave & 87th St
Public Rack - Rockwell & 111th St
Public Rack - Cicero Ave & Altgeld St
Kildare Ave & 47th St
Public Rack - Springfield Ave & 63rd St
Public Rack - Linder Ave & Archer Ave
Wentworth Ave & 104th St
Public Rack - Michele Clark Magnet High School
Public Rack - Devon Ave & Minnehaha Ave (east)
Laramie Ave & Gladys Ave
Public Rack - Hoyne Ave & 110th Pl
Oketo Ave & Addison St
Public Rack - Kostner Ave & North Ave
Bennett Ave & 79th St
Public Rack - Western Ave & 100th St
Public Rack - Canfield & Victoria
Public Rack - Drake Ave & Leland Ave
Public Rack - Montrose Ave & Lavergne Ave
Keeler Ave & Roosevelt Rd
Public Rack - Narragansett Ave & Fullerton Ave
Public Rack - Neva & Foster
Public Rack - Peterson Ave & Bernard Ave
Lamon Ave & Chicago Ave
Public Rack - Irving Park Rd & Melvina Ave
Lavergne Ave & Division St
Spaulding Ave & 16th St
Public Rack - Kostner Ave & Wrightwood Ave
Eberhart Ave & 131st St
Public Rack - Saginaw Ave & 93rd St
Public Rack - Minuteman Park
Public Rack - Imlay & Milwaukee
Public Rack - Spaulding Ave & Foster Ave
Public Rack - Christiana Ave & Lawrence Ave
Public Rack - Kedzie Ave & 54th St - SE
Public Rack - Forrestville Ave & 47th St
Rhodes Ave & 71st St
Public Rack - Central Park Ave & Ogden Ave
Public Rack - Ave N & 106th St
Public Rack - Meade Ave & Archer Ave
Public Rack - Pulaski & 52nd
Public Rack - Western Ave & 105th St
Public Rack - Milwaukee Ave & Leland Ave
La Villita Park (Albany/30th)
Public Rack - Parkside & 63rd
Kildare Ave & Division St
Public Rack - Central & Leland
Public Rack - Parkside & Elston
Public Rack - Homan & 79th
Public Rack - Menard Ave & Belmont Ave
Public Rack - Damen Ave & 47th St
Public Rack - Whipple St & 63rd St
Public Rack - Sawyer Ave & Bryn Mawr Ave - SW
Public Rack - Commercial Ave & 89th St
Public Rack - Laramie Ave & Warwick Ave
Public Rack - Wood St & 103rd St
Public Rack - Avers Ave & Ogden Ave
Ada St & 113th St
Public Rack - Hiawatha & Mendota
Racine Ave & 57th St
Public Rack - Jeffery Blvd & 83rd St
Public Rack - Normandy Ave & Archer Ave
Public Rack - Wood St & 47th St
Columbus Ave & 79th St
Public Rack - Natoma Ave & 61st St
Public Rack - Irving Park Rd & Parkside Ave
Public Rack - Evans Ave & 63rd St
Damen Ave & 87th St
Damen Ave & 81st St
Public Rack - Halsted St & 95th St - SE
Albany Ave & Douglas Blvd
Public Rack - Kimbark Ave & 63rd St
Public Rack - Oak Park & Higgins
Leavitt St/North Ave
Public Rack - Halsted St & 95th St - SW
Public Rack - Morgan St & 95th St
Public Rack - Western Ave & 104th St - West
Public Rack - Kinzua Ave & Devon Ave
Public Rack - Fullerton Ave & Lavergne Ave
Public Rack - Minnehaha Ave & Devon Ave
Public Rack - Ewing Ave & 106th St NW
Public Rack - Lockwood & Archer
Streeter Dr/Grand Ave
Public Rack - Halsted St & 109th St
Public Rack - Spaulding Ave & 71st St
Public Rack - Linder Ave & Belmont Ave
Public Rack - Touhy Ave & Oconto Ave
Racine Ave & 65th St
Public Rack - 56th St & Mulligan Ave
Noble St & Milwaukee Ave
Public Rack - Indiana Ave & 111th St
Loomis St & 89th St
Orange & Addison
Public Rack - Harper Ave & 63rd St
Public Rack - Kedzie Ave & 61st Pl E
Mozart St & 79th St
Public Rack - Karlov Ave & Kamerling Ave
Public Rack - Mulligan & Northwest Hwy
Public Rack - Central Park & Bryn Mawr
Public Rack - Ewing Ave & 102nd St
Public Rack - Perry Ave & 111th St
Public Rack - Kedvale Ave & Peterson Ave
Public Rack - The Montessori School of Englewood
Wood St & 84th St
Public Rack - Al Raby School
Public Rack - Mackinaw Ave & 85th St
Public Rack - Ewing Ave & Indianapolis Ave
Homan Ave & Fillmore St
Public Rack - Eli Whitney Public School
Public Rack - Pulaski & 74th
Public Rack - Division St & Christiana Ave
Public Rack - Halsted St & 76th St
Public Rack - Maplewood Ave & 63rd St
Public Rack - Western Ave & 79th St
Public Rack - California Ave & Touhy Ave - midblock
Public Rack - Mulligan Ave & 56th St
Public Rack - Western Ave & Jarvis Ave
Public Rack - Central Ave & Adams St
Public Rack - Western Ave & 104th St - East
Public Rack - Pullman Community Center
Public Rack - Damen & 81st
Public Rack - Stony Is Ave & 73rd St
Public Rack - Kedzie Ave & 54th Pl
Leamington Ave & Hirsch St
Public Rack - King Dr & 71st St
Public Rack - Komensky Ave & 59th St
Public Rack - California & 87th
Public Rack - Harlem and W. 59th
Kedzie Ave & 83rd St
Kostner Ave & Adams St
Public Rack - Michigan Ave & 96th St
Rockwell St & Archer Ave
Public Rack - Greenwood Ave & Lake Park Ave
Public Rack - Halsted St & 41st St
Public Rack - Ada St & 119th St
Public Rack - South Shore Dr & 71st St
Public Rack - Harding Ave & 47th St
Public Rack - Kimbark Ave & 67th St
Public Rack - Ozanam Ave & Devon Ave
Public Rack - Menard Ave & Leland Ave
Public Rack - Pulaski & 84th
Public Rack - Overhill Ave & Touhy Ave
Public Rack - Nordica Ave & Higgins Ave
Public Rack - Rhodes Ave & 79th St
Public Rack - Western Ave & 107th Pl
Public Rack - Western Ave & 111th St - NW
Public Rack - Prairie Ave & 78th St
Public Rack - Pulaski Rd & Roosevelt Rd
Public Rack - Chappel Ave & 71st St
Public Rack - Prairie Ave & 85th St
Public Rack - King Dr & 83rd St
Public Rack - 53rd St & Indiana Ave
Public Rack - Martin Luther King Dr & 69th St
Springfield Ave & 80th St
Public Rack - Western Ave & 98th St
Kildare Ave & 85th St
Public Rack - Western Ave & 118th St
Cicero Ave & Roscoe Ave
Public Rack - Yates Ave & 100th St
Greenwood Ave & 91st St
Public Rack - Kedzie Ave & 54th St - SW
Public Rack - Avenue M & 132nd St
Public Rack - Higgins Ave & Neva Ave
Public Rack - Robert Fulton Elementary School
Public Rack - Pulaski & Ardmore
Public Rack - Karlov Ave & 26th St
Public Rack - Neenah & Dakin
Kostner Ave & Belmont Ave
Public Rack - Baltimore Ave & 133rd St
Public Rack - Cottage Grove & 84th St
Kilbourn Ave & Belden Ave
Public Rack - Kedzie Ave & 83rd St
Public Rack - Archer Park
Public Rack - Colfax Ave & 83rd St
Public Rack - Cottage Grove Ave & 91st St
Public Rack - Ewing Ave & 99th St
Public Rack - Kedzie Ave & Walnut St
Public Rack - Princeton Ave & 99th Pl
Public Rack - West Chatham Park
Public Rack - Western & 83rd
Public Rack - Neenah & Archer
Public Rack - Pulaski Rd & 65th St
Public Rack - Halsted St & 102nd St
Keeler Ave & Carmen Ave
Bradley Park
Public Rack - Ewing Ave & 96th St S
Scottsdale Park
Public Rack - Vincennes Ave & 99th St
Public Rack - Damen & 87th
Wells St & Randolph St
Public Rack - Halsted St & 111th St
Public Rack - Western Ave & 106th St - East
Public Rack - Artesian & 71st
Public Rack - Central Park Ave & Fillmore St
Public Rack - Pullman - Planet Fitness
Public Rack - Austin Ave & Wellington Ave
Dan Ryan Woods & 83rd St
Public Rack - Penn Elementary School / KIPP Ascend Middle School
Public Rack - Peoria St & 60th St
Public Rack - Tuley (Murray) Park
Public Rack - Bernard St & Foster Ave
Western Ave & 79th St
Public Rack - Emerald Ave & 43rd St
Public Rack - Hiawatha Park
Public Rack - Michigan Ave & 107th St
Public Rack - Strohacker Park
Central Ave & Wellington Ave
Public Rack - Halsted St & 64th St
Public Rack - Wentworth Ave & 103rd St
Columbus Ave & 83rd Pl
Public Rack - Sayer & Northwest Hwy
Leclaire Ave & Belmont Ave
Public Rack - Halsted St & 63rd St
Public Rack - Kenton & Lawrence
Pulaski Rd & 84th St
Public Rack - Kedvale Ave & Avondale Ave
Mango Ave & Diversey Ave
Public Rack - Kedvale Ave & 63rd St E
State St & 123rd St
Public Rack - Laflin St & 51st St
Francisco Ave & 85th St
Public Rack - Sacramento & 71st
Public Rack - Rutherford & 53rd
South Chicago Ave & Elliot Ave
Public Rack - Hale Ave & 111th St
Public Rack - Newcastle & Archer
Public Rack - Keef Ave & South Chicago Ave
Public Rack - Eberhart Ave & 61st St
Public Rack - Laflin St &51st ST
Public Rack - Michigan Ave & 119th St
Public Rack - Leland Ave & Melvina Ave
Public Rack - South Shore High School
Public Rack - Brainerd Park
Public Rack - Lawndale Ave & Polk St
Panama Ave & Grace St
Lavergne Ave & 46th St
Public Rack - Ashland Ave & 74th St
Public Rack - Chase Ave & Touhy Ave - NW
Public Rack - Northwest Hwy & Bryn Mawr
Western Ave & 62nd St
Public Rack - Elston Ave & Kenneth Ave
Public Rack - Back of the Yards Park
Public Rack - Pulaski Rd & 40th St
Lexington & California Ave
Public Rack - Kostner Ave & Lake St
Public Rack - Odell & Talcott
Public Rack - Pulaski Rd & 15th St
Fairfield Ave & Pratt Blvd
Public Rack - Kedzie Ave & Pershing Rd
Public Rack - Talman Ave & 51st St
Public Rack - Clyde Ave & 87th St
Public Rack - Ashland Ave & 83rd St
Rainbow - Beach
Public Rack - 10557 S Western Ave
Public Rack - Panama Ave & Forest Preserve Ave
Public Rack - Harlem & Summerdale
Public Rack - Morgan St & 87th St
Public Rack - James Madison School
Public Rack - Halsted St & 80th St
Public Rack - Avenue J & 102nd St
Public Rack - Normal Ave & 72nd St
Lowell Ave & Armitage
Cicero Ave & Wrightwood Ave
Public Rack - Holbrook St & Milwaukee Ave
St Louis Ave & Foster Ave
Public Rack - Mt Greenwood Library - South
Public Rack - Brooks Park
Public Rack - Paul Revere Elementary School
Public Rack - Keeler Ave & 26th St
Public Rack - 61st St & Melvina Ave
Public Rack - Lowe Ave & 94th St
Public Rack - Calumet Ave & 71st St
Public Rack - California Ave & Ogden Ave
Public Rack - 2302 S Pulaski Rd
California Ave & Touhy Ave
21st St & Pulaski Rd
Kostner Ave & Bryn Mawr Ave
Central Park Ave & Washington Blvd
Sacramento Ave & Lunt Ave
Public Rack - Lake Park Ave & 44th St
Marmora Ave & Irving Park Rd
Public Rack - Kedvale Ave & 26th St
Public Rack - Leoti Ave & Central Ave (south)
Pershing Rd & Sacramento Ave
Harding Ave & Chicago Ave
Kildare Ave & North Ave
Laramie Ave & Addison St
St Louis Ave & Norman Bobbins Pl
Public Rack - Halsted St & 113th St
Public Rack - Aida Food Market
Central Ave & Altgeld St
Public Rack - Buffalo Ave & 133rd St
Kildare & Chicago Ave
Public Rack - Kenneth Ave & 63rd St E
Grace & Cicero
Harding Ave & Division St
Public Rack - Racine Ave & 83rd St
Glenlake Ave & Pulaski Rd
Sacramento Ave & Pratt Blvd
Bernard St & Peterson Ave
Laramie Ave & Irving Park Rd
Narragansett Ave & McLean Ave
Spaulding Ave & 16th
Kedzie Ave & Jackson Blvd
Pine Ave & Division St
Public Rack - Cottage Grove Ave & 98th St
Lockwood Ave and Grand Ave
Public Rack - Sangamon St & 79th St
Mason Ave & Grand Ave
Public Rack - King Dr & Oakwood Blvd
Lexington St & California Ave
Public Rack - Langley Ave & 105th Pl
Public Rack - Baker Ave & 863rd Pl
Public Rack - Walden Pkwy & 99th St
Mayfield Ave & Roosevelt Rd
Public Rack - Leclaire Ave & Division St
Public Rack - Octavia Ave & Touhy Ave
Public Rack - Laflin St & 79th St
Public Rack - Canty Elementary School
Public Rack - Menard Ave & Agusta Blvd
Public Rack - Ingleside Ave & 79th St
Public Rack - Ada St & 117th St
Public Rack - Normal Blvd & 61st Pl
Indiana Ave & 133rd St
Public Rack - Sayre Ave & 59th St
Public Rack - Ottowa Ave & Touhy Ave
Public Rack - McVicker & 52nd
Public Rack - Halsted St & 94th St
Wellington Ave & Mulligan Ave
Lawler Ave & North Ave
Public Rack - Jeffery Blvd & 81st St
Public Rack - Halsted St & 77th St
Public Rack - Marquette Ave & 79th St
Central Park Ave & Ardmore Ave
Kedvale Ave & Peterson Ave
Kedzie Ave & Archer Ave
Granville Ave & Pulaski Rd
Archer Ave & Homan Ave
Harlem Ave & Irving Park Rd
Monitor Ave & Division St
Narragansett Ave & Wrightwood Ave
Griffin Museum of Science and Industry
Western Ave & 43rd St
Public Rack - Northwest Hwy & Neva Ave
Public Rack - Cornell Ave & 87th Pl
Harlem Ave & Bloomingdale Ave
Public Rack - Newcastle Ave & Belmont Ave
Public Rack - Linder & Elston
La Villita Park
Grace St & Central Ave
Pittsburgh Ave & Irving Park Rd
Central Park Ave & 66th St
Public Rack - Lowe Park
Public Rack - Keeler Ave & Madison St S
Spaulding Ave & 63rd
Kostner Ave & Devon Ave
Public Rack - Wolcott Ave & 56th St
Public Rack - Hiawatha Ave & Minnehaha Ave
Public Rack - East End Ave & 75th St
Public Rack - Hamlin Ave & Chicago Ave
Grace St & Cicero Ave
Public Rack - Ashland Ave & 46th St
Pulaski Rd & 68th St
Public Rack - Longwood Dr & 111th St
Public Rack - Lawndale & 63rd St
California Ave & 41st St
Public Rack - Crandon Ave & 80th St
Mango Ave & North Ave
Public Rack - Chopin Park
Public Rack - Kedzie & 103rd St - East
Public Rack - S Menard & W 63rd
Public Rack - Norwood Park
Public Rack - Keeler Ave & 55th St
Marmora Ave & Belmont Ave
Meade Ave & Fullerton Ave
Sayre Ave & Diversey Ave
Public Rack - Parnell Ave & 98th St
Knox Ave & Marquette Ave
Major Ave & Addison St
Public Rack - Princeton Ave & 43rd St
Public Rack - 63rd & Western Ave N
Public Rack - Pulaski Rd & 5th Ave
"Public Rack - Senka ""Edward Duke"" Park"
Harding Ave & 31st St
Public Rack - Calumet Ave & 103rd St
Public Rack - Kedzie Ave & 62nd Pl
Public Rack - Harriet E Sayre Public School
Public Rack - Osceola Ave & Touhy Ave
Public Rack - Central & Prescott
Public Rack - Pittsburgh Ave & Irving Park
Public Rack - Komensky Ave & 26th St
Public Rack - Sangamon St & 87th St
Public Rack - Baltimore Ave & 132nd St
Public Rack - Homan Ave & Lake St
Public Rack - Brighton Park Branch Chicago Library
Public Rack - N Sayre Ave & W Belden Ave
Public Rack - Christiana Ave & 55th St
Public Rack - 10101 S Stony Island Ave
Public Rack - Pulaski Rd & 41st
Public Rack - Avenue J & 112th St
Public Rack - Michigan Ave & 67th St
Public Rack - Newcastle Ave & Belden Ave
Public Rack - 63rd St and Nagle Ave
Public Rack - Kedzie & 103rd St - W
Cicero Ave & Wellington Ave
Public Rack - Kildare Ave & 63rd St
Public Rack - Longwood Dr & 95th St
Public Rack - Cottage Grove & 85th St
Public Rack - Mackinaw Ave & 106th St
Public Rack - Ewing Ave & 107th St
Public Rack - New England Ave & Grace St
Long Ave & Diversey Ave
Public Rack - Ozark Ave & Addison St
Public Rack - Menard Ave & Adams Blvd
Kilbourn Ave & Diversey Ave
Lockwood Ave & Grand Ave
Lavergne Ave & 44th St
Public Rack - Ewing Ave & 101st St
Komensky Ave & 47th St
Rockwell St & Archer Ave\t
Midway Orange Line
Public Rack - Ashland Ave & 45th St
Wood St & 33rd St
Lamon Ave & 47th St
Milwaukee Ave & Agatite Ave
Public Rack - Eggleston Ave & 115th St
North Boundary Park
Public Rack - Austin Ave & Archer Ave
Kedzie Ave & 38th St
Kedzie Ave & 54th Pl
Oketo Ave & Addison
Public Rack - Cottage Grove Ave & 92nd St
Public Rack - Central Ave & Congress Pkwy
Public Rack - Calumet Ave & Garfield Blvd
Public Rack - Nina Ave & Avondale Ave
California Ave & Madison St
Public Rack - S. New England/ W. 65th
Western Ave & 81st St
Public Rack - Kedzie Ave & Arthington St
Public Rack - Newland Ave & Diversey Ave
Nordica Ave & Medill Ave
Public Rack - Nordica Ave & Addison St
Public Rack - Homan Ave & Roosevelt
Public Rack - Neola & Northwest Hwy
Public Rack - Central Park Ave & Fulton Blvd
Public Rack - Legler Regional Library
Public Rack - Richmond St & Thorndale Ave
Merrimac Park
Homan Ave & 77th St
Public Rack - Linder Ave & 51st St
Public Rack - Devon Ave & Kinzua Ave
Public Rack - Throop St & 48t ST
Public Rack - McCormick Blvd & Devon Ave
Public Rack - Torrence Ave & 98th St
Public Rack - Kostner Ave & 16th St
Public Rack - Linder & 51st
Public Rack - Ada St & 79th St
Public Rack - Harvey Ave & North Ave
Public Rack - Burnside Academy
Public Rack - Abbott Park
Public Rack - Lotus Ave & Harrison St
Public Rack - Sacramento Ave & Greenleaf Ave
State St & 45th St
Oconto Ave & Belmont Ave
Public Rack - Ewing Ave & 95th St
Public Rack - Albany Ave & 103rd St
Damen Ave & 77th St
Public Rack - Ada St & 95th St
Public Rack - St Louis & 83rd
Public Rack - Fairfield Ave & 63rd St
Public Rack - Leoti Ave & Central Ave (north)
Linder Ave & Montrose Ave
Public Rack - Wabash Ave & 87th St
Kildare Ave & Archer Ave
Public Rack - Hamilton Park
Public Rack - Austin & 62nd
Laramie Ave & Bloomingdale Ave
Weekend Night Parking Area D
Wrigley Events Parking Area
Mulligan Ave & Archer Ave
Menard Ave & Lawrence Ave
Weekend Night Parking Area C
Milwaukee Ave & Ainslie St
Public Rack - Cottage Grove Ave & 89th Pl
Wabash Ave & 49th St
Burley Ave & 85th St
Public Rack - Devon Ave & Minnehaha Ave (west)
Weekend Night Parking Area A
Public Rack - Cottage Grove Ave & 75th St
Mozart St & 55th St
Lavergne Ave & Lawrence Ave
Public Rack - Piotrowski Park
Public Rack - Springfield & 71st
Archer Ave & 49th St
Weekend Night Parking Area B
Orange Ave & Addison St
Public Rack - Normandy Ave & Raven St
Public Rack - Oketo & Talcott
Kildare Ave & 85th St (Kostner Ave & 87th St TEMPORARY)
Martin Luther King Dr & 87th St
Public Rack - Vincennes Ave & 87th St
Public Rack - Western Ave & 62nd St
University Ave & 65th St
Public Rack - Marquette Rd & 67th St
Hamilton Park
Kilbourn Ave & 49th St
Public Rack - Kilbourn Ave & Fullerton Ave
Pulaski Rd & 54th St
Lavergne Ave & Diversey Ave
Kedzie Ave & 60th St
Public Rack - Vincennes Ave & 77th St
Public Rack - Harvard Ave & 103rd St
Public Rack - S Kostner Ave & W 18th Pl
Public Rack - Maryland Ave & 87th ST
Public Rack - Lake Shore Dr & Hayes Dr
Public Rack - W. Talcott & N. Oriole
Public Rack - Cottage Grove Ave & 111th St
Public Rack - May St & 87th St
Public Rack - Homewood Ave & Monterey Ave
Public Rack - Roswell B. Mason Elementary School
Burley Ave & 91st St
Public Rack - Kildare Ave & Division Ave
Damen Ave & Lake St
Public Rack - Oak Park Ave & Foster Ave
Shields Ave & 57th St
Lowell Ave & Armitage Ave
Market Days Scooter Corral
Public Rack - Mason Ave & Milwaukee Ave
Commercial Ave & 97th St
Public Rack - Elizabeth St & 115th St
Wabash Ave & 59th St
Ewing Ave & 106th St
Avers Ave & 16th St
Public Rack - Oakley Ave & 50th Pl
Narragansett Ave & Montrose Ave
Public Rack - Western Blvd & 52nd St
Homan Ave & Arthington Ave
Newcastle Ave & Irving Park Rd
Baltimore Ave & 133rd St
Public Rack - Mason & Archer
Public Rack - Pulaski Rd & Grenshaw St
Michigan Ave & 105th St
Public Rack - Roscoe St & Osceola Ave
Public Rack - Oglesby Ave & 95th St
Mason Ave & Montrose Ave
Public Rack - Torrence Ave  & 106th St
Public Rack - Miami Ave & Milwaukee Ave
Homan Ave & 26th St
Public Rack - Plainfield Ave & Irving Park Rd
Public Rack - Western Blvd & 53rd St
Nagle Ave & Belmont Ave
Overhill Ave & Belmont Ave
Public Rack - McVicker Ave & Grand Ave
Public Rack - Oleander Ave & Addison St
Public Rack - Pullman - Walmart
Public Rack - Mason Ave & Archer Ave
Vincennes Ave & 79th St
Commercial Ave & 90th St
Public Rack - Stony Island & 95th St
Public Rack - Bensley Ave & 103rd St
Wentworth Ave & 92nd St
Public Rack - Ashland Ave & 45th St  S
Public Rack - Kedzie Ave & 64th St - SE
Public Rack - New England Ave & Irving Park Rd
Public Rack - Northwest Hwy & Highland Ave
Ewing Ave & 97th St
Pulaski Rd & Ann Lurie Pl
Lawndale Ave & 59th St
Wallace St & Pershing Rd
Rockwell St & 47th St
Public Rack - Avenue O & 118th St
Public Rack - Justine St & 87th St
Manistee Ave & 95th St
Stewart Ave & 123rd St
Ewing Ave & 98th St
Wentworth Ave & 107th St
Public Rack - Western Ave & 116th St
Public Rack - Stony Island & 87th St
Sacramento Ave & 51st St
Public Rack - 85th Pl & Pulaski Rd
Public Rack - Central Park Ave & 16th St
Public Rack - Lawndale Ave & Roosevelt
Public Rack - Mackinaw Ave & 108th St
Public Rack - Muskegon Ave & 89th St
Pulaski Rd & 60th Pl
Oriole Ave & Irving Park Rd
Princeton Ave & 95th St
Public Rack - Ashland Ave & 76th St
Public Rack - Orville T Bright School
Public Rack - Troy & 111th St
Public Rack - Green St & 103rd St
Public Rack - Lafayette Ave & 87th St SW
Public Rack - Pulaski Rd & Polk St
Public Rack - Pulaski Rd & Lexington St
Public Rack - Whipple St & 26th St
SCOOTERS CLASSIC - 2132 W Hubbard ST
Public Rack - Torrence Ave & 103rd St
Public Rack - Oglesby Ave & 105th St
